utc,pair,travel_s,no_traffic_s,historic_s,delay_s,length_m,status
2026-09-03T15:52:09Z,interstate_sb,1034,853,1040,0,6162,ok
2026-09-03T15:52:09Z,williams_nb,865,810,881,0,8210,ok
2026-09-03T15:52:09Z,mlk_sb,1200,944,1210,0,9743,ok
2026-09-03T15:52:09Z,grand_nb,816,607,741,136,9773,ok
2026-09-03T15:52:09Z,i205_sb,603,540,575,6,11198,ok
2026-09-03T15:52:09Z,i84wb_feeder,1136,917,1143,0,7890,ok
2026-09-03T15:52:09Z,powell_wb,1084,864,1092,0,8333,ok
2026-09-03T15:52:09Z,ctrl_west,1998,1683,1944,0,29568,ok
2026-09-03T15:52:09Z,ctrl_se,1220,998,1226,0,12385,ok
2026-09-03T16:52:16Z,i5sb_span,1631,1323,1604,0,14034,ok
2026-09-03T16:52:16Z,vanc_pdx,1589,1219,1446,152,14755,ok
2026-09-03T16:52:16Z,i5sb_detour,1242,1036,1212,0,9442,ok
2026-09-03T16:52:16Z,interstate_sb,1018,853,998,0,6162,ok
2026-09-03T16:52:16Z,williams_nb,907,810,872,13,8210,ok
2026-09-03T16:52:16Z,mlk_sb,1197,944,1176,0,9743,ok
2026-09-03T16:52:16Z,grand_nb,892,702,873,0,7151,ok
2026-09-03T16:52:16Z,i205_sb,607,540,570,0,11198,ok
2026-09-03T16:52:16Z,i84wb_feeder,1146,917,1122,0,7890,ok
2026-09-03T16:52:16Z,powell_wb,823,618,813,0,7125,ok
2026-09-03T16:52:16Z,ctrl_west,1706,1493,1679,0,31189,ok
2026-09-03T16:52:16Z,ctrl_se,1218,998,1191,0,12385,ok
2026-09-03T17:10:25Z,i5sb_span,1596,1323,1606,0,14034,ok
2026-09-03T17:10:25Z,vanc_pdx,1457,1257,1451,13,14282,ok
2026-09-03T17:10:25Z,i5sb_detour,1214,1036,1211,0,9442,ok
2026-09-03T17:10:25Z,interstate_sb,995,853,996,0,6162,ok
2026-09-03T17:10:25Z,williams_nb,912,808,915,0,7481,ok
2026-09-03T17:10:25Z,mlk_sb,1171,944,1180,0,9743,ok
2026-09-03T17:10:25Z,grand_nb,746,607,729,27,9773,ok
2026-09-03T17:10:25Z,i205_sb,560,540,572,0,11198,ok
2026-09-03T17:10:25Z,i84wb_feeder,1083,873,1137,0,9056,ok
2026-09-03T17:10:25Z,powell_wb,795,618,803,0,7125,ok
2026-09-03T17:10:25Z,ctrl_west,1641,1493,1672,0,31189,ok
2026-09-03T17:10:25Z,ctrl_se,1192,998,1191,0,12385,ok
2026-09-03T18:52:16Z,i5sb_span,1183,987,1222,64,15874,ok
2026-09-03T18:52:16Z,vanc_pdx,973,770,1013,64,13379,ok
2026-09-03T18:52:16Z,i5sb_detour,766,570,781,64,9303,ok
2026-09-03T18:52:16Z,interstate_sb,932,793,944,0,6625,ok
2026-09-03T18:52:16Z,williams_nb,889,810,901,0,8210,ok
2026-09-03T18:52:16Z,mlk_sb,1009,674,939,236,14269,ok
2026-09-03T18:52:16Z,grand_nb,732,620,758,0,10863,ok
2026-09-03T18:52:16Z,i205_sb,576,540,596,0,11198,ok
2026-09-03T18:52:16Z,i84wb_feeder,911,610,842,217,10021,ok
2026-09-03T18:52:16Z,powell_wb,800,618,809,0,7125,ok
2026-09-03T18:52:16Z,ctrl_west,1623,1493,1671,0,31189,ok
2026-09-03T18:52:16Z,ctrl_se,1264,998,1220,77,12385,ok
2026-09-03T19:52:15Z,i5sb_span,1068,881,1149,60,13967,ok
2026-09-03T19:52:15Z,vanc_pdx,902,770,1003,0,13379,ok
2026-09-03T19:52:15Z,i5sb_detour,697,570,775,0,9303,ok
2026-09-03T19:52:15Z,interstate_sb,853,729,902,32,7573,ok
2026-09-03T19:52:15Z,williams_nb,900,810,923,0,8210,ok
2026-09-03T19:52:15Z,mlk_sb,859,674,936,60,14269,ok
2026-09-03T19:52:15Z,grand_nb,758,620,788,30,10863,ok
2026-09-03T19:52:15Z,i205_sb,566,540,614,0,11198,ok
2026-09-03T19:52:15Z,i84wb_feeder,892,610,828,195,10021,ok
2026-09-03T19:52:15Z,powell_wb,792,618,800,0,7125,ok
2026-09-03T19:52:15Z,ctrl_west,1659,1493,1670,0,31189,ok
2026-09-03T19:52:15Z,ctrl_se,1213,998,1218,0,12385,ok
2026-09-03T20:52:12Z,i5sb_span,1239,881,1204,226,13967,ok
2026-09-03T20:52:12Z,vanc_pdx,1338,770,1040,460,13379,ok
2026-09-03T20:52:12Z,i5sb_detour,910,572,835,226,10425,ok
2026-09-03T20:52:12Z,interstate_sb,950,785,934,45,6507,ok
2026-09-03T20:52:12Z,williams_nb,1041,810,993,158,8210,ok
2026-09-03T20:52:12Z,mlk_sb,1093,736,1042,226,12713,ok
2026-09-03T20:52:12Z,grand_nb,897,607,895,133,9773,ok
2026-09-03T20:52:12Z,i205_sb,767,540,654,189,11198,ok
2026-09-03T20:52:12Z,i84wb_feeder,900,610,857,182,10021,ok
2026-09-03T20:52:12Z,powell_wb,812,618,814,0,7125,ok
2026-09-03T20:52:12Z,ctrl_west,1728,1493,1698,30,31189,ok
2026-09-03T20:52:12Z,ctrl_se,1243,998,1244,0,12385,ok
2026-09-03T21:52:09Z,i5sb_span,1356,881,1340,307,13967,ok
2026-09-03T21:52:09Z,vanc_pdx,1143,770,1142,256,13379,ok
2026-09-03T21:52:09Z,i5sb_detour,964,572,940,307,10425,ok
2026-09-03T21:52:09Z,interstate_sb,927,785,959,0,6507,ok
2026-09-03T21:52:09Z,williams_nb,1089,946,1086,0,7570,ok
2026-09-03T21:52:09Z,mlk_sb,1145,674,1139,307,14269,ok
2026-09-03T21:52:09Z,grand_nb,1065,702,1077,0,7151,ok
2026-09-03T21:52:09Z,i205_sb,1043,540,802,459,11198,ok
2026-09-03T21:52:09Z,i84wb_feeder,1064,610,908,351,10021,ok
2026-09-03T21:52:09Z,powell_wb,832,618,838,0,7125,ok
2026-09-03T21:52:09Z,ctrl_west,1875,1493,1780,142,31189,ok
2026-09-03T21:52:09Z,ctrl_se,1401,1103,1402,0,13207,ok
2026-09-03T22:29:22Z,i5sb_span,1302,881,1480,119,13967,ok
2026-09-03T22:29:22Z,vanc_pdx,1137,770,1263,223,13379,ok
2026-09-03T22:29:22Z,i5sb_detour,991,662,1057,223,8309,ok
2026-09-03T22:29:22Z,interstate_sb,958,793,997,0,6625,ok
2026-09-03T22:29:22Z,williams_nb,1133,946,1137,0,7570,ok
2026-09-03T22:29:22Z,mlk_sb,1101,674,1293,119,14269,ok
2026-09-03T22:29:22Z,grand_nb,1307,702,1175,283,7151,ok
2026-09-03T22:29:22Z,i205_sb,1085,540,968,451,11198,ok
2026-09-03T22:29:22Z,i84wb_feeder,936,610,964,170,10021,ok
2026-09-03T22:29:22Z,powell_wb,847,618,859,0,7125,ok
2026-09-03T22:29:22Z,ctrl_west,2010,1493,1877,248,31189,ok
2026-09-03T22:29:22Z,ctrl_se,1376,1129,1381,0,13398,ok
2026-09-03T23:52:08Z,i5sb_span,1732,881,1677,513,13967,ok
2026-09-03T23:52:08Z,vanc_pdx,1419,1011,1467,103,13482,ok
2026-09-03T23:52:08Z,i5sb_detour,1364,662,1275,489,8309,ok
2026-09-03T23:52:08Z,interstate_sb,1076,793,1032,103,6625,ok
2026-09-03T23:52:08Z,williams_nb,1282,843,1249,165,6185,ok
2026-09-03T23:52:08Z,mlk_sb,1397,944,1433,0,9743,ok
2026-09-03T23:52:08Z,grand_nb,1376,872,1427,0,7995,ok
2026-09-03T23:52:08Z,i205_sb,1314,540,1150,617,11198,ok
2026-09-03T23:52:08Z,i84wb_feeder,1328,917,1360,0,7890,ok
2026-09-03T23:52:08Z,powell_wb,931,618,901,53,7125,ok
2026-09-03T23:52:08Z,ctrl_west,2257,1526,2072,458,32641,ok
2026-09-03T23:52:08Z,ctrl_se,1405,1129,1416,0,13398,ok
2026-09-04T00:21:27Z,i5sb_span,1486,881,1580,318,13967,ok
2026-09-04T00:21:27Z,vanc_pdx,1270,770,1410,258,13379,ok
2026-09-04T00:21:27Z,i5sb_detour,1163,662,1223,258,8309,ok
2026-09-04T00:21:27Z,interstate_sb,969,793,1018,0,6625,ok
2026-09-04T00:21:27Z,williams_nb,1166,890,1186,0,7308,ok
2026-09-04T00:21:27Z,mlk_sb,1283,674,1402,318,14269,ok
2026-09-04T00:21:27Z,grand_nb,1263,702,1280,133,7151,ok
2026-09-04T00:21:27Z,i205_sb,1118,540,1044,477,11198,ok
2026-09-04T00:21:27Z,i84wb_feeder,1027,610,1071,242,10021,ok
2026-09-04T00:21:27Z,powell_wb,873,618,894,0,7125,ok
2026-09-04T00:21:27Z,ctrl_west,2236,1493,2030,467,31189,ok
2026-09-04T00:21:27Z,ctrl_se,1383,998,1382,109,12385,ok
2026-09-04T01:52:11Z,i5sb_span,965,881,1111,0,13967,ok
2026-09-04T01:52:11Z,vanc_pdx,822,770,997,0,13379,ok
2026-09-04T01:52:11Z,i5sb_detour,630,572,774,0,10425,ok
2026-09-04T01:52:11Z,interstate_sb,795,729,909,0,7573,ok
2026-09-04T01:52:11Z,williams_nb,868,810,1010,0,8210,ok
2026-09-04T01:52:11Z,mlk_sb,761,674,918,0,14269,ok
2026-09-04T01:52:11Z,grand_nb,709,607,882,0,9773,ok
2026-09-04T01:52:11Z,i205_sb,553,540,650,0,11198,ok
2026-09-04T01:52:11Z,i84wb_feeder,678,610,828,0,10021,ok
2026-09-04T01:52:11Z,powell_wb,772,618,788,0,7125,ok
2026-09-04T01:52:11Z,ctrl_west,1644,1493,1678,0,31189,ok
2026-09-04T01:52:11Z,ctrl_se,1187,998,1206,0,12385,ok
2026-09-04T02:52:10Z,i5sb_span,902,881,982,0,13967,ok
2026-09-04T02:52:10Z,vanc_pdx,798,770,874,0,13379,ok
2026-09-04T02:52:10Z,i5sb_detour,591,572,663,0,10425,ok
2026-09-04T02:52:10Z,interstate_sb,767,729,822,0,7573,ok
2026-09-04T02:52:10Z,williams_nb,844,810,893,0,8210,ok
2026-09-04T02:52:10Z,mlk_sb,696,674,779,0,14269,ok
2026-09-04T02:52:10Z,grand_nb,652,607,714,0,9773,ok
2026-09-04T02:52:10Z,i205_sb,545,540,578,0,11198,ok
2026-09-04T02:52:10Z,i84wb_feeder,643,610,722,0,10021,ok
2026-09-04T02:52:10Z,powell_wb,703,618,719,0,7125,ok
2026-09-04T02:52:10Z,ctrl_west,1563,1493,1589,0,31189,ok
2026-09-04T02:52:10Z,ctrl_se,1096,998,1118,0,12385,ok
2026-09-04T03:52:11Z,i5sb_span,897,881,932,0,13967,ok
2026-09-04T03:52:11Z,vanc_pdx,791,770,827,0,13379,ok
2026-09-04T03:52:11Z,i5sb_detour,585,572,619,0,10425,ok
2026-09-04T03:52:11Z,interstate_sb,754,729,777,0,7573,ok
2026-09-04T03:52:11Z,williams_nb,836,810,853,0,8210,ok
2026-09-04T03:52:11Z,mlk_sb,689,674,726,0,14269,ok
2026-09-04T03:52:11Z,grand_nb,634,607,657,0,9773,ok
2026-09-04T03:52:11Z,i205_sb,544,540,561,0,11198,ok
2026-09-04T03:52:11Z,i84wb_feeder,632,610,666,0,10021,ok
2026-09-04T03:52:11Z,powell_wb,670,618,673,0,7125,ok
2026-09-04T03:52:11Z,ctrl_west,1549,1493,1549,0,31189,ok
2026-09-04T03:52:11Z,ctrl_se,1060,998,1064,0,12385,ok
2026-09-04T04:45:23Z,i5sb_span,908,881,887,0,13967,ok
2026-09-04T04:45:23Z,vanc_pdx,792,770,779,0,13379,ok
2026-09-04T04:45:23Z,i5sb_detour,591,572,582,0,10425,ok
2026-09-04T04:45:23Z,interstate_sb,752,729,738,0,7573,ok
2026-09-04T04:45:23Z,williams_nb,829,810,815,0,8210,ok
2026-09-04T04:45:23Z,mlk_sb,700,674,681,0,14269,ok
2026-09-04T04:45:23Z,grand_nb,621,607,615,0,9773,ok
2026-09-04T04:45:23Z,i205_sb,545,540,545,0,11198,ok
2026-09-04T04:45:23Z,i84wb_feeder,620,610,619,0,10021,ok
2026-09-04T04:45:23Z,powell_wb,643,618,627,0,7125,ok
2026-09-04T04:45:23Z,ctrl_west,1521,1493,1499,0,31189,ok
2026-09-04T04:45:23Z,ctrl_se,1033,998,1005,0,12385,ok
2026-09-04T05:52:10Z,i5sb_span,929,910,910,0,14300,ok
2026-09-04T05:52:10Z,vanc_pdx,783,770,772,0,13379,ok
2026-09-04T05:52:10Z,i5sb_detour,586,572,572,0,10425,ok
2026-09-04T05:52:10Z,interstate_sb,746,729,729,0,7573,ok
2026-09-04T05:52:10Z,williams_nb,829,810,810,0,8210,ok
2026-09-04T05:52:10Z,mlk_sb,691,674,674,0,14269,ok
2026-09-04T05:52:10Z,grand_nb,619,607,607,0,9773,ok
2026-09-04T05:52:10Z,i205_sb,545,540,540,0,11198,ok
2026-09-04T05:52:10Z,i84wb_feeder,624,610,610,0,10021,ok
2026-09-04T05:52:10Z,powell_wb,640,618,618,0,7125,ok
2026-09-04T05:52:10Z,ctrl_west,1517,1493,1493,0,31189,ok
2026-09-04T05:52:10Z,ctrl_se,1035,998,998,0,12385,ok
2026-09-04T06:52:10Z,i5sb_span,893,881,881,0,13967,ok
2026-09-04T06:52:10Z,vanc_pdx,777,770,772,0,13379,ok
2026-09-04T06:52:10Z,i5sb_detour,579,572,572,0,10425,ok
2026-09-04T06:52:10Z,interstate_sb,738,729,729,0,7573,ok
2026-09-04T06:52:10Z,williams_nb,819,810,810,0,8210,ok
2026-09-04T06:52:10Z,mlk_sb,683,674,674,0,14269,ok
2026-09-04T06:52:10Z,grand_nb,613,607,607,0,9773,ok
2026-09-04T06:52:10Z,i205_sb,543,540,540,0,11198,ok
2026-09-04T06:52:10Z,i84wb_feeder,614,610,610,0,10021,ok
2026-09-04T06:52:10Z,powell_wb,629,618,618,0,7125,ok
2026-09-04T06:52:10Z,ctrl_west,1502,1493,1493,0,31189,ok
2026-09-04T06:52:10Z,ctrl_se,1016,998,998,0,12385,ok
2026-09-04T07:52:12Z,i5sb_span,880,881,881,0,13967,ok
2026-09-04T07:52:12Z,vanc_pdx,768,770,770,0,13379,ok
2026-09-04T07:52:12Z,i5sb_detour,577,572,572,0,10425,ok
2026-09-04T07:52:12Z,interstate_sb,726,729,729,0,7573,ok
2026-09-04T07:52:12Z,williams_nb,805,810,810,0,8210,ok
2026-09-04T07:52:12Z,mlk_sb,675,674,674,0,14269,ok
2026-09-04T07:52:12Z,grand_nb,603,607,607,0,9773,ok
2026-09-04T07:52:12Z,i205_sb,538,540,540,0,11198,ok
2026-09-04T07:52:12Z,i84wb_feeder,606,610,610,0,10021,ok
2026-09-04T07:52:12Z,powell_wb,612,618,618,0,7125,ok
2026-09-04T07:52:12Z,ctrl_west,1471,1493,1493,0,31189,ok
2026-09-04T07:52:12Z,ctrl_se,988,998,998,0,12385,ok
2026-09-04T08:52:10Z,i5sb_span,873,881,881,0,13967,ok
2026-09-04T08:52:10Z,vanc_pdx,762,770,770,0,13379,ok
2026-09-04T08:52:10Z,i5sb_detour,574,572,572,0,10425,ok
2026-09-04T08:52:10Z,interstate_sb,718,729,729,0,7573,ok
2026-09-04T08:52:10Z,williams_nb,796,810,810,0,8210,ok
2026-09-04T08:52:10Z,mlk_sb,670,674,674,0,14269,ok
2026-09-04T08:52:10Z,grand_nb,596,607,607,0,9773,ok
2026-09-04T08:52:10Z,i205_sb,536,540,540,0,11198,ok
2026-09-04T08:52:10Z,i84wb_feeder,601,610,610,0,10021,ok
2026-09-04T08:52:10Z,powell_wb,601,618,618,0,7125,ok
2026-09-04T08:52:10Z,ctrl_west,1455,1493,1493,0,31189,ok
2026-09-04T08:52:10Z,ctrl_se,970,998,998,0,12385,ok
2026-09-04T09:31:01Z,i5sb_span,865,881,881,0,13967,ok
2026-09-04T09:31:01Z,vanc_pdx,761,770,770,0,13379,ok
2026-09-04T09:31:01Z,i5sb_detour,569,572,572,0,10425,ok
2026-09-04T09:31:01Z,interstate_sb,714,729,729,0,7573,ok
2026-09-04T09:31:01Z,williams_nb,791,810,810,0,8210,ok
2026-09-04T09:31:01Z,mlk_sb,664,674,674,0,14269,ok
2026-09-04T09:31:01Z,grand_nb,593,607,607,0,9773,ok
2026-09-04T09:31:01Z,i205_sb,534,540,540,0,11198,ok
2026-09-04T09:31:01Z,i84wb_feeder,598,610,610,0,10021,ok
2026-09-04T09:31:01Z,powell_wb,596,618,618,0,7125,ok
2026-09-04T09:31:01Z,ctrl_west,1455,1493,1493,0,31189,ok
2026-09-04T09:31:01Z,ctrl_se,960,998,998,0,12385,ok
2026-09-04T10:52:45Z,i5sb_span,867,881,886,0,13967,ok
2026-09-04T10:52:45Z,vanc_pdx,761,770,773,0,13379,ok
2026-09-04T10:52:45Z,i5sb_detour,568,572,573,0,10425,ok
2026-09-04T10:52:45Z,interstate_sb,715,729,731,0,7573,ok
2026-09-04T10:52:45Z,williams_nb,792,810,814,0,8210,ok
2026-09-04T10:52:45Z,mlk_sb,663,674,677,0,14269,ok
2026-09-04T10:52:45Z,grand_nb,594,607,608,0,9773,ok
2026-09-04T10:52:45Z,i205_sb,534,540,542,0,11198,ok
2026-09-04T10:52:45Z,i84wb_feeder,599,610,612,0,10021,ok
2026-09-04T10:52:45Z,powell_wb,597,618,620,0,7125,ok
2026-09-04T10:52:45Z,ctrl_west,1467,1493,1504,0,31189,ok
2026-09-04T10:52:45Z,ctrl_se,966,998,1004,0,12385,ok
2026-09-04T11:52:09Z,i5sb_span,880,881,894,0,13967,ok
2026-09-04T11:52:09Z,vanc_pdx,767,770,783,1,13379,ok
2026-09-04T11:52:09Z,i5sb_detour,579,572,581,0,10425,ok
2026-09-04T11:52:09Z,interstate_sb,724,729,738,0,7573,ok
2026-09-04T11:52:09Z,williams_nb,802,810,820,0,8210,ok
2026-09-04T11:52:09Z,mlk_sb,674,674,686,0,14269,ok
2026-09-04T11:52:09Z,grand_nb,601,607,615,0,9773,ok
2026-09-04T11:52:09Z,i205_sb,537,540,549,0,11198,ok
2026-09-04T11:52:09Z,i84wb_feeder,604,610,618,0,10021,ok
2026-09-04T11:52:09Z,powell_wb,610,618,627,0,7125,ok
2026-09-04T11:52:09Z,ctrl_west,1476,1493,1517,0,31189,ok
2026-09-04T11:52:09Z,ctrl_se,983,998,1011,0,12385,ok
2026-09-04T12:52:09Z,i5sb_span,877,881,904,0,13967,ok
2026-09-04T12:52:09Z,vanc_pdx,769,770,790,0,13379,ok
2026-09-04T12:52:09Z,i5sb_detour,571,572,587,0,10425,ok
2026-09-04T12:52:09Z,interstate_sb,727,729,746,0,7573,ok
2026-09-04T12:52:09Z,williams_nb,812,810,830,0,8210,ok
2026-09-04T12:52:09Z,mlk_sb,673,674,697,0,14269,ok
2026-09-04T12:52:09Z,grand_nb,608,607,620,0,9773,ok
2026-09-04T12:52:09Z,i205_sb,537,540,550,0,11198,ok
2026-09-04T12:52:09Z,i84wb_feeder,612,610,627,0,10021,ok
2026-09-04T12:52:09Z,powell_wb,622,618,639,0,7125,ok
2026-09-04T12:52:09Z,ctrl_west,1513,1493,1539,0,31189,ok
2026-09-04T12:52:09Z,ctrl_se,999,998,1027,0,12385,ok
2026-09-04T13:44:31Z,i5sb_span,923,881,947,0,13967,ok
2026-09-04T13:44:31Z,vanc_pdx,821,770,829,0,13379,ok
2026-09-04T13:44:31Z,i5sb_detour,599,572,620,0,10425,ok
2026-09-04T13:44:31Z,interstate_sb,767,729,785,0,7573,ok
2026-09-04T13:44:31Z,williams_nb,838,810,849,0,8210,ok
2026-09-04T13:44:31Z,mlk_sb,717,674,740,0,14269,ok
2026-09-04T13:44:31Z,grand_nb,629,607,643,0,9773,ok
2026-09-04T13:44:31Z,i205_sb,542,540,564,0,11198,ok
2026-09-04T13:44:31Z,i84wb_feeder,676,610,671,0,10021,ok
2026-09-04T13:44:31Z,powell_wb,683,618,683,0,7125,ok
2026-09-04T13:44:31Z,ctrl_west,1595,1493,1602,0,31189,ok
2026-09-04T13:44:31Z,ctrl_se,1089,998,1089,0,12385,ok
2026-09-04T14:52:13Z,i5sb_span,1191,881,1107,224,13967,ok
2026-09-04T14:52:13Z,vanc_pdx,997,770,965,137,13379,ok
2026-09-04T14:52:13Z,i5sb_detour,771,570,738,120,9303,ok
2026-09-04T14:52:13Z,interstate_sb,1006,853,1009,0,6162,ok
2026-09-04T14:52:13Z,williams_nb,883,810,904,0,8210,ok
2026-09-04T14:52:13Z,mlk_sb,969,674,887,224,14269,ok
2026-09-04T14:52:13Z,grand_nb,725,607,719,49,9773,ok
2026-09-04T14:52:13Z,i205_sb,546,540,607,0,11198,ok
2026-09-04T14:52:13Z,i84wb_feeder,916,610,821,215,10021,ok
2026-09-04T14:52:13Z,powell_wb,901,618,793,141,7125,ok
2026-09-04T14:52:13Z,ctrl_west,1764,1504,1704,62,30425,ok
2026-09-04T14:52:13Z,ctrl_se,1199,998,1205,0,12385,ok
2026-09-04T15:52:46Z,i5sb_span,1084,881,1147,66,13967,ok
2026-09-04T15:52:46Z,vanc_pdx,962,770,1012,76,13379,ok
2026-09-04T15:52:46Z,i5sb_detour,752,572,766,62,10425,ok
2026-09-04T15:52:46Z,interstate_sb,899,729,926,47,7573,ok
2026-09-04T15:52:46Z,williams_nb,863,810,888,0,8210,ok
2026-09-04T15:52:46Z,mlk_sb,876,674,934,66,14269,ok
2026-09-04T15:52:46Z,grand_nb,680,607,725,0,9773,ok
2026-09-04T15:52:46Z,i205_sb,559,540,612,0,11198,ok
2026-09-04T15:52:46Z,i84wb_feeder,709,610,849,15,10021,ok
2026-09-04T15:52:46Z,powell_wb,777,618,795,0,7125,ok
2026-09-04T15:52:46Z,ctrl_west,1692,1493,1682,0,31189,ok
2026-09-04T15:52:46Z,ctrl_se,1186,998,1204,0,12385,ok
2026-09-04T16:52:09Z,i5sb_span,1191,881,1159,208,13967,ok
2026-09-04T16:52:09Z,vanc_pdx,1022,770,1045,137,13379,ok
2026-09-04T16:52:09Z,i5sb_detour,753,570,757,75,9303,ok
2026-09-04T16:52:09Z,interstate_sb,990,853,995,0,6162,ok
2026-09-04T16:52:09Z,williams_nb,867,810,876,0,8210,ok
2026-09-04T16:52:09Z,mlk_sb,975,674,956,208,14269,ok
2026-09-04T16:52:09Z,grand_nb,683,607,725,0,9773,ok
2026-09-04T16:52:09Z,i205_sb,580,540,628,0,11198,ok
2026-09-04T16:52:09Z,i84wb_feeder,808,610,846,110,10021,ok
2026-09-04T16:52:09Z,powell_wb,776,618,788,0,7125,ok
2026-09-04T16:52:09Z,ctrl_west,1663,1493,1654,0,31189,ok
2026-09-04T16:52:09Z,ctrl_se,1193,998,1201,0,12385,ok
2026-09-04T17:33:26Z,i5sb_span,1094,881,1203,99,13967,ok
2026-09-04T17:33:26Z,vanc_pdx,905,770,1097,7,13379,ok
2026-09-04T17:33:26Z,i5sb_detour,696,570,774,7,9303,ok
2026-09-04T17:33:26Z,interstate_sb,894,785,938,0,6507,ok
2026-09-04T17:33:26Z,williams_nb,855,810,881,0,8210,ok
2026-09-04T17:33:26Z,mlk_sb,896,674,1001,134,14269,ok
2026-09-04T17:33:26Z,grand_nb,719,607,740,27,9773,ok
2026-09-04T17:33:26Z,i205_sb,782,540,655,232,11198,ok
2026-09-04T17:33:26Z,i84wb_feeder,883,610,864,198,10021,ok
2026-09-04T17:33:26Z,powell_wb,780,618,798,0,7125,ok
2026-09-04T17:33:26Z,ctrl_west,1632,1493,1660,0,31189,ok
2026-09-04T17:33:26Z,ctrl_se,1196,998,1216,0,12385,ok
2026-09-04T18:52:09Z,i5sb_span,1170,881,1286,140,13967,ok
2026-09-04T18:52:09Z,vanc_pdx,940,770,1188,0,13379,ok
2026-09-04T18:52:09Z,i5sb_detour,681,570,838,0,9303,ok
2026-09-04T18:52:09Z,interstate_sb,822,722,955,0,7455,ok
2026-09-04T18:52:09Z,williams_nb,878,810,907,0,8210,ok
2026-09-04T18:52:09Z,mlk_sb,814,674,1081,0,14269,ok
2026-09-04T18:52:09Z,grand_nb,708,620,762,0,10863,ok
2026-09-04T18:52:09Z,i205_sb,641,540,724,23,11198,ok
2026-09-04T18:52:09Z,i84wb_feeder,966,610,899,273,10021,ok
2026-09-04T18:52:09Z,powell_wb,810,618,826,0,7125,ok
2026-09-04T18:52:09Z,ctrl_west,1640,1493,1676,0,31189,ok
2026-09-04T18:52:09Z,ctrl_se,1231,998,1250,0,12385,ok
2026-09-04T19:50:04Z,i5sb_span,1242,881,1299,150,13967,ok
2026-09-04T19:50:04Z,vanc_pdx,1084,770,1201,129,13379,ok
2026-09-04T19:50:04Z,i5sb_detour,858,570,861,144,9303,ok
2026-09-04T19:50:04Z,interstate_sb,940,785,947,36,6507,ok
2026-09-04T19:50:04Z,williams_nb,1003,843,1016,0,6185,ok
2026-09-04T19:50:04Z,mlk_sb,1016,674,1092,150,14269,ok
2026-09-04T19:50:04Z,grand_nb,945,702,964,0,7151,ok
2026-09-04T19:50:04Z,i205_sb,976,540,749,334,11198,ok
2026-09-04T19:50:04Z,i84wb_feeder,1013,610,884,330,10021,ok
2026-09-04T19:50:04Z,powell_wb,807,618,822,0,7125,ok
2026-09-04T19:50:04Z,ctrl_west,1685,1493,1680,31,31189,ok
2026-09-04T19:50:04Z,ctrl_se,1333,1103,1351,0,13207,ok
2026-09-04T20:52:09Z,i5sb_span,1414,881,1336,375,13967,ok
2026-09-04T20:52:09Z,vanc_pdx,1240,770,1227,305,13379,ok
2026-09-04T20:52:09Z,i5sb_detour,947,572,892,275,10425,ok
2026-09-04T20:52:09Z,interstate_sb,966,785,949,64,6507,ok
2026-09-04T20:52:09Z,williams_nb,1037,843,1037,0,6185,ok
2026-09-04T20:52:09Z,mlk_sb,1232,674,1128,427,14269,ok
2026-09-04T20:52:09Z,grand_nb,996,702,1000,0,7151,ok
2026-09-04T20:52:09Z,i205_sb,811,540,788,175,11198,ok
2026-09-04T20:52:09Z,i84wb_feeder,1007,610,901,308,10021,ok
2026-09-04T20:52:09Z,powell_wb,834,618,836,0,7125,ok
2026-09-04T20:52:09Z,ctrl_west,1814,1493,1716,123,31189,ok
2026-09-04T20:52:09Z,ctrl_se,1380,1103,1377,0,13207,ok
2026-09-04T22:18:26Z,i5sb_span,2053,1323,1883,197,14034,ok
2026-09-04T22:18:26Z,vanc_pdx,1814,1219,1658,293,14755,ok
2026-09-04T22:18:26Z,i5sb_detour,1452,1016,1354,212,9614,ok
2026-09-04T22:18:26Z,interstate_sb,1095,948,1064,0,7545,ok
2026-09-04T22:18:26Z,williams_nb,1138,890,1104,0,7308,ok
2026-09-04T22:18:26Z,mlk_sb,1486,944,1359,108,10023,ok
2026-09-04T22:18:26Z,grand_nb,1177,702,1136,0,7151,ok
2026-09-04T22:18:26Z,i205_sb,1192,540,916,590,11198,ok
2026-09-04T22:18:26Z,i84wb_feeder,1246,610,970,499,10021,ok
2026-09-04T22:18:26Z,powell_wb,902,618,877,0,7125,ok
2026-09-04T22:18:26Z,ctrl_west,2037,1493,1876,281,31189,ok
2026-09-04T22:18:26Z,ctrl_se,1409,998,1368,0,12385,ok
2026-09-04T23:36:05Z,i5sb_span,1528,881,1468,394,13967,ok
2026-09-04T23:36:05Z,vanc_pdx,1396,836,1371,300,13302,ok
2026-09-04T23:36:05Z,i5sb_detour,1201,572,1019,512,10425,ok
2026-09-04T23:36:05Z,interstate_sb,1029,785,976,80,6507,ok
2026-09-04T23:36:05Z,williams_nb,1183,843,1156,0,6185,ok
2026-09-04T23:36:05Z,mlk_sb,1342,736,1241,394,12713,ok
2026-09-04T23:36:05Z,grand_nb,1368,872,1328,0,7995,ok
2026-09-04T23:36:05Z,i205_sb,1303,540,904,705,11198,ok
2026-09-04T23:36:05Z,i84wb_feeder,1361,917,1319,0,7890,ok
